registration_date,first_name,last_name,dob,age,citizenship_status,commonwealth_country,voting_status,voter_status,place_of_residence,district,city_town_village,country_if_abroad,constituency,registered_ctv_area,sex,education,ethnicity,political_interests,market_interests,civic_interests,email,phone_whatsapp,facebook,instagram,tiktok,other_contact,other_contact_platform,street_address,photo_id_type,photo_id_last4,username,password_salt,password_hash,verification_status,consent_research,consent_contact,consent_privacy,status,notes
29/01/2026 20:32,Shawn,Hyde,1989-12-06,36,Citizen of Belize,,Yes,Registered voter,Belize District,Belize District,San Pedro,,Freetown,San Pedro,Female,Technical / Vocational,Garifuna,National elections; Municipal elections,Telecommunications,Governance; Youth,shawn.hyde066@example.test,501-639-8305,shawn.hyde,,shawn10,shawnsignal,,,Social Security Card,,shawn.hyde066,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
24/12/2025 20:32,Ana,Usher,1953-07-12,72,Citizen of Belize,,Yes,Registered voter,Toledo District,Toledo District,Punta Gorda,,Toledo West,Punta Gorda,Male,Associate Degree,Maya,Governance; Public policy,Food and beverages,Health; Education,ana.usher067@example.test,501-630-7001,,ana_usher,ana51,anatelegram,,,Belize Voter ID,,ana.usher067,synthetic_salt,synthetic_hash,Verified,True,True,True,Inactive,
13/12/2025 20:32,Ana,Bradley,1996-09-06,29,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Dangriga,,Stann Creek West,Dangriga,Female,Secondary,Creole,National elections,Consumer goods; Banking,Governance; Youth,ana.bradley068@example.test,501-633-8311,,ana_bradley,ana12,anatelegram,,,Social Security Card,,ana.bradley068,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
19/03/2026 20:32,Ruth,Martinez,1954-02-28,72,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Toledo District,Toledo District,Big Falls,,Toledo East,Big Falls,Male,Technical / Vocational,East Indian,Governance; Public policy,Food and beverages,Crime; Economy,ruth.martinez069@example.test,501-615-4292,,,ruth40,ruthtelegram,,,Passport,,ruth.martinez069,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
28/12/2025 20:32,Nadia,Requena,1972-04-12,54,Other resident of Belize,,Yes,Registered voter,Cayo District,Cayo District,San Ignacio,,Belmopan,San Ignacio,Male,Secondary,Garifuna,National elections; Municipal elections,Consumer goods; Banking,Crime; Economy,nadia.requena070@example.test,501-687-9476,nadia.requena,,nadia21,nadiatelegram,,,Passport,,nadia.requena070,synthetic_salt,synthetic_hash,Verified,True,True,True,Inactive,
05/12/2025 20:32,Ruth,Requena,2003-01-11,23,Citizen of Belize,,Yes,Registered voter,Cayo District,Cayo District,Santa Elena,,Belmopan,Santa Elena,Male,Secondary,Other,Governance; Public policy,Consumer goods; Banking,Health; Education,ruth.requena071@example.test,501-678-9740,,,ruth83,ruthtelegram,,,Social Security Card,,ruth.requena071,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
30/04/2026 20:32,Ana,Tzul,1951-07-03,74,Other resident of Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Independence,,Stann Creek West,Independence,Male,Secondary,Garifuna,,Food and beverages,Governance; Youth,ana.tzul072@example.test,501-687-7653,,ana_tzul,,anasignal,,,Passport,,ana.tzul072,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
12/04/2026 20:32,Alicia,Chan,1999-11-12,26,Citizen of Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Independence,,Dangriga,Independence,Male,Technical / Vocational,Garifuna,,Tourism; Retail,Crime; Economy,alicia.chan073@example.test,501-615-5382,alicia.chan,alicia_chan,,aliciasignal,,,Passport,,alicia.chan073,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
07/03/2026 20:32,Ruth,Tzul,2007-04-03,19,Citizen of a Commonwealth country living in Belize,,No,Not applicable,Orange Walk District,Orange Walk District,San Estevan,,,,Female,Technical / Vocational,East Indian,National elections; Municipal elections,Consumer goods; Banking,Governance; Youth,ruth.tzul074@example.test,501-627-6781,,ruth_tzul,ruth94,ruthsignal,,,Belize Voter ID,,ruth.tzul074,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
10/12/2025 20:32,Marlon,Ramirez,1972-12-23,53,Other resident of Belize,,Yes,Registered voter,Belize District,Belize District,Hattieville,,Belize Rural Central,Hattieville,Male,Secondary,Creole,,Telecommunications,Climate; Infrastructure,marlon.ramirez075@example.test,501-670-5582,marlon.ramirez,,marlon26,marlontelegram,,,Belize Voter ID,,marlon.ramirez075,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
12/12/2025 20:32,Derrick,Cayetano,1977-08-27,48,Other resident of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Trial Farm,,Orange Walk North,Trial Farm,Female,University,Maya,,Telecommunications,Governance; Youth,derrick.cayetano076@example.test,501-678-6218,,derrick_cayetano,,derricksignal,,,Passport,,derrick.cayetano076,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
11/12/2025 20:32,Ana,Musa,1978-01-04,48,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Toledo District,Toledo District,Punta Gorda,,Toledo East,Punta Gorda,Male,Secondary,Creole,National elections; Municipal elections,Tourism; Retail,Health; Education,ana.musa077@example.test,501-621-9589,ana.musa,ana_musa,,anasignal,,,Belize Voter ID,,ana.musa077,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
27/02/2026 20:32,Melissa,Requena,1954-04-18,72,Citizen of Belize,,Yes,Registered voter,Toledo District,Toledo District,San Antonio,,Toledo East,San Antonio,Female,University,Maya,Governance; Public policy,Telecommunications,Governance; Youth,melissa.requena078@example.test,501-684-8837,,,melissa36,,,,Passport,,melissa.requena078,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
06/02/2026 20:32,Melissa,Ramirez,1977-11-22,48,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Independence,,Stann Creek West,Independence,Male,Technical / Vocational,Creole,Governance; Public policy,Consumer goods; Banking,Climate; Infrastructure,melissa.ramirez079@example.test,501-686-9899,melissa.ramirez,melissa_ramirez,melissa96,,,,Social Security Card,,melissa.ramirez079,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
05/05/2026 20:32,Kevin,Usher,2001-07-08,24,Citizen of Belize,,Yes,Registered voter,Toledo District,Toledo District,San Antonio,,Toledo East,San Antonio,Female,Technical / Vocational,Other,,Consumer goods; Banking,Crime; Economy,kevin.usher080@example.test,501-667-4697,,,kevin53,kevinsignal,,,Belize Voter ID,,kevin.usher080,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
04/04/2026 20:32,Ruth,Ramirez,1989-06-23,36,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Belize District,Belize District,Hattieville,,Freetown,Hattieville,Male,Primary,Garifuna,,Tourism; Retail,Climate; Infrastructure,ruth.ramirez081@example.test,501-694-1611,,,,ruthsignal,,,Passport,,ruth.ramirez081,synthetic_salt,synthetic_hash,Possible Duplicate,True,True,True,Inactive,
04/12/2025 20:32,Melissa,Usher,1953-09-03,72,Citizen of a Commonwealth country living in Belize,,No,Not applicable,Orange Walk District,Orange Walk District,Trial Farm,,,,Male,Primary,Other,Governance; Public policy,Telecommunications,Crime; Economy,melissa.usher082@example.test,501-642-3662,,melissa_usher,melissa55,,,,Social Security Card,,melissa.usher082,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
02/03/2026 20:32,Kendra,Tzul,1988-01-13,38,Other resident of Belize,,Yes,Registered voter,Belize District,Belize District,Caye Caulker,,Belize Rural South,Caye Caulker,Male,Technical / Vocational,Other,Governance; Public policy,Tourism; Retail,Health; Education,kendra.tzul083@example.test,501-696-5374,,kendra_tzul,,kendrasignal,,,Social Security Card,,kendra.tzul083,synthetic_salt,synthetic_hash,Possible Duplicate,True,True,True,Suspended,
14/12/2025 20:32,Ruth,Bradley,2000-06-26,25,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Corozal District,Corozal District,San Narciso,,Corozal Bay,San Narciso,Female,University,Garifuna,National elections,Tourism; Retail,Health; Education,ruth.bradley084@example.test,501-617-8834,ruth.bradley,ruth_bradley,,,,,Social Security Card,,ruth.bradley084,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
24/01/2026 20:32,Kendra,Usher,1987-08-27,38,Citizen of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Trial Farm,,Orange Walk North,Trial Farm,Female,Secondary,East Indian,,Food and beverages,Health; Education,kendra.usher085@example.test,501-662-2489,kendra.usher,kendra_usher,,kendrasignal,,,Belize Voter ID,,kendra.usher085,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
03/02/2026 20:32,Maria,Garcia,1980-11-24,45,Citizen of Belize,,No,Not applicable,Toledo District,Toledo District,Punta Gorda,,,,Male,Associate Degree,Maya,,Food and beverages,Governance; Youth,maria.garcia086@example.test,501-608-8734,maria.garcia,,,mariatelegram,,,Belize Voter ID,,maria.garcia086,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
10/02/2026 20:32,Brian,Hyde,2000-01-26,26,Citizen of Belize,,Yes,Registered voter,Belize District,Belize District,San Pedro,,Freetown,San Pedro,Male,Associate Degree,Maya,National elections,Telecommunications,Crime; Economy,brian.hyde087@example.test,501-692-9920,,,brian85,briantelegram,,,Belize Voter ID,,brian.hyde087,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
24/03/2026 20:32,Jose,Musa,2005-10-03,20,Citizen of Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Hopkins,,Dangriga,Hopkins,Male,University,Maya,National elections,Telecommunications,Climate; Infrastructure,jose.musa088@example.test,501-651-8191,,jose_musa,,josesignal,,,Passport,,jose.musa088,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
26/02/2026 20:32,Shawn,Castillo,1964-10-13,61,Other resident of Belize,,No,Not applicable,Stann Creek District,Stann Creek District,Dangriga,,,,Female,Associate Degree,Mestizo,Governance; Public policy,Food and beverages,Crime; Economy,shawn.castillo089@example.test,501-682-7244,shawn.castillo,,shawn29,shawntelegram,,,Passport,,shawn.castillo089,synthetic_salt,synthetic_hash,Pending,True,True,True,Suspended,
13/02/2026 20:32,Nadia,Chan,1972-08-21,53,Citizen of Belize,,Yes,Registered voter,Cayo District,Cayo District,Santa Elena,,Cayo West,Santa Elena,Male,Primary,Maya,,Consumer goods; Banking,Health; Education,nadia.chan090@example.test,501-642-2295,,,,nadiasignal,,,Belize Voter ID,,nadia.chan090,synthetic_salt,synthetic_hash,Possible Duplicate,True,True,True,Active,
10/02/2026 20:32,Marlon,Bradley,2000-09-16,25,Citizen of a Commonwealth country living in Belize,,No,Not applicable,Cayo District,Cayo District,Roaring Creek,,,,Female,Technical / Vocational,Maya,Governance; Public policy,Food and beverages,Governance; Youth,marlon.bradley091@example.test,501-670-6269,,marlon_bradley,marlon98,,,,Passport,,marlon.bradley091,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
24/12/2025 20:32,Tanya,Bradley,1999-05-11,27,Citizen of Belize,,Yes,Registered voter,Corozal District,Corozal District,Sarteneja,,Corozal South West,Sarteneja,Female,University,Other,Governance; Public policy,Telecommunications,Governance; Youth,tanya.bradley092@example.test,501-625-6404,tanya.bradley,tanya_bradley,tanya22,,,,Social Security Card,,tanya.bradley092,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
02/02/2026 20:32,Shawn,Hyde,1967-04-19,59,Citizen of Belize,,No,Not applicable,Stann Creek District,Stann Creek District,Dangriga,,,,Male,Primary,Other,National elections,Consumer goods; Banking,Crime; Economy,shawn.hyde093@example.test,501-685-1794,shawn.hyde,shawn_hyde,shawn8,shawntelegram,,,Belize Voter ID,,shawn.hyde093,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
03/04/2026 20:32,Nadia,Garcia,2006-08-21,19,Citizen of Belize,,Yes,Registered voter,Toledo District,Toledo District,Big Falls,,Toledo West,Big Falls,Male,University,Mestizo,National elections,Tourism; Retail,Climate; Infrastructure,nadia.garcia094@example.test,501-689-8054,nadia.garcia,nadia_garcia,,nadiasignal,,,Passport,,nadia.garcia094,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
16/05/2026 20:32,Tanya,Martinez,1965-04-08,61,Other resident of Belize,,Yes,Registered voter,Toledo District,Toledo District,Punta Gorda,,Toledo East,Punta Gorda,Male,Primary,Garifuna,,Telecommunications,Health; Education,tanya.martinez095@example.test,501-648-8798,,,tanya28,tanyasignal,,,Belize Voter ID,,tanya.martinez095,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
06/02/2026 20:32,Kevin,Hyde,1971-06-18,54,Citizen of Belize,,Yes,Registered voter,Belize District,Belize District,San Pedro,,Caribbean Shores,San Pedro,Female,Secondary,East Indian,National elections,Food and beverages,Climate; Infrastructure,kevin.hyde096@example.test,501-626-3362,kevin.hyde,,,kevintelegram,,,Passport,,kevin.hyde096,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
23/01/2026 20:32,Nadia,Young,1955-04-11,71,Citizen of a Commonwealth country living in Belize,,No,Not applicable,Corozal District,Corozal District,Sarteneja,,,,Male,Technical / Vocational,East Indian,,Food and beverages,Crime; Economy,nadia.young097@example.test,501-641-1485,nadia.young,,nadia99,,,,Belize Voter ID,,nadia.young097,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
25/01/2026 20:32,Kendra,Chan,1962-06-29,63,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Cayo District,Cayo District,Belmopan,,Cayo West,Belmopan,Female,Primary,Mestizo,National elections; Municipal elections,Tourism; Retail,Governance; Youth,kendra.chan098@example.test,501-611-1085,kendra.chan,kendra_chan,,,,,Social Security Card,,kendra.chan098,synthetic_salt,synthetic_hash,Possible Duplicate,True,True,True,Active,
05/04/2026 20:32,Derrick,Requena,1984-05-13,42,Other resident of Belize,,No,Not applicable,Corozal District,Corozal District,Sarteneja,,,,Female,Secondary,Mestizo,Governance; Public policy,Telecommunications,Climate; Infrastructure,derrick.requena099@example.test,501-692-4977,derrick.requena,,,derricksignal,,,Passport,,derrick.requena099,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
06/02/2026 20:32,Maria,Ramirez,1992-01-14,34,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Toledo District,Toledo District,San Antonio,,Toledo West,San Antonio,Female,Technical / Vocational,Garifuna,Governance; Public policy,Food and beverages,Crime; Economy,maria.ramirez100@example.test,501-617-5991,maria.ramirez,maria_ramirez,,mariasignal,,,Belize Voter ID,,maria.ramirez100,synthetic_salt,synthetic_hash,Verified,True,True,True,Inactive,
25/12/2025 20:32,Derrick,Martinez,1960-05-29,65,Citizen of Belize,,Yes,Registered voter,Toledo District,Toledo District,San Antonio,,Toledo West,San Antonio,Male,University,Creole,,Tourism; Retail,Governance; Youth,derrick.martinez101@example.test,501-635-7437,derrick.martinez,,derrick53,,,,Passport,,derrick.martinez101,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
22/11/2025 20:32,Kendra,Bradley,1980-11-07,45,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Belize District,Belize District,Hattieville,,Belize Rural Central,Hattieville,Male,Technical / Vocational,Other,National elections; Municipal elections,Consumer goods; Banking,Crime; Economy,kendra.bradley102@example.test,501-651-9755,kendra.bradley,,,kendratelegram,,,Social Security Card,,kendra.bradley102,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
23/11/2025 20:32,Derrick,Cayetano,1981-03-26,45,Other resident of Belize,,Yes,Registered voter,Belize District,Belize District,San Pedro,,Freetown,San Pedro,Male,Associate Degree,Maya,,Food and beverages,Crime; Economy,derrick.cayetano103@example.test,501-695-9499,derrick.cayetano,,,derricksignal,,,Belize Voter ID,,derrick.cayetano103,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
23/01/2026 20:32,Kendra,Ramirez,1988-11-25,37,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,San Estevan,,Orange Walk North,San Estevan,Male,Technical / Vocational,Creole,National elections; Municipal elections,Consumer goods; Banking,Climate; Infrastructure,kendra.ramirez104@example.test,501-612-8178,,,,kendratelegram,,,Social Security Card,,kendra.ramirez104,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
12/12/2025 20:32,Nadia,Tzul,1993-10-24,32,Citizen of Belize,,Yes,Registered voter,Toledo District,Toledo District,San Antonio,,Toledo East,San Antonio,Female,University,Garifuna,,Consumer goods; Banking,Crime; Economy,nadia.tzul105@example.test,501-655-7481,,nadia_tzul,,nadiatelegram,,,Social Security Card,,nadia.tzul105,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
13/12/2025 20:32,Derrick,Young,1979-03-22,47,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Corozal District,Corozal District,Sarteneja,,Corozal South West,Sarteneja,Male,Technical / Vocational,Maya,,Tourism; Retail,Climate; Infrastructure,derrick.young106@example.test,501-681-6134,,,,,,,Belize Voter ID,,derrick.young106,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
04/12/2025 20:32,Kendra,Hyde,1983-10-18,42,Citizen of Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Placencia,,Dangriga,Placencia,Male,Associate Degree,Maya,National elections,Tourism; Retail,Climate; Infrastructure,kendra.hyde107@example.test,501-662-9804,kendra.hyde,,,kendrasignal,,,Belize Voter ID,,kendra.hyde107,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
23/03/2026 20:32,Melissa,Chan,1964-09-10,61,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,San Estevan,,Orange Walk South,San Estevan,Male,Technical / Vocational,Mestizo,Governance; Public policy,Tourism; Retail,Governance; Youth,melissa.chan108@example.test,501-610-1505,melissa.chan,,,melissasignal,,,Passport,,melissa.chan108,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
10/05/2026 20:32,Luis,Cayetano,1961-10-06,64,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Placencia,,Dangriga,Placencia,Female,Technical / Vocational,Creole,,Consumer goods; Banking,Crime; Economy,luis.cayetano109@example.test,501-683-5055,,luis_cayetano,luis91,,,,Belize Voter ID,,luis.cayetano109,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
05/03/2026 20:32,Marlon,Cayetano,2004-08-01,21,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Corozal District,Corozal District,Libertad,,Corozal South West,Libertad,Female,University,Other,National elections; Municipal elections,Tourism; Retail,Governance; Youth,marlon.cayetano110@example.test,501-621-6302,,marlon_cayetano,,marlontelegram,,,Belize Voter ID,,marlon.cayetano110,synthetic_salt,synthetic_hash,Possible Duplicate,True,True,True,Active,
29/04/2026 20:32,Derrick,Requena,1992-06-07,33,Other resident of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Trial Farm,,Orange Walk Central,Trial Farm,Male,Associate Degree,East Indian,Governance; Public policy,Telecommunications,Governance; Youth,derrick.requena111@example.test,501-634-7786,derrick.requena,derrick_requena,,derricktelegram,,,Social Security Card,,derrick.requena111,synthetic_salt,synthetic_hash,Verified,True,True,True,Inactive,
07/03/2026 20:32,Alicia,Requena,2003-08-20,22,Citizen of a Commonwealth country living in Belize,,No,Not applicable,Orange Walk District,Orange Walk District,San Estevan,,,,Male,University,Garifuna,Governance; Public policy,Consumer goods; Banking,Health; Education,alicia.requena112@example.test,501-663-5399,,alicia_requena,,,,,Passport,,alicia.requena112,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
15/03/2026 20:32,Nadia,Young,1964-03-13,62,Citizen of Belize,,No,Not applicable,Toledo District,Toledo District,San Antonio,,,,Female,Secondary,Creole,,Telecommunications,Crime; Economy,nadia.young113@example.test,501-635-2529,nadia.young,,,,,,Passport,,nadia.young113,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
21/03/2026 20:32,Tanya,Hyde,1964-10-04,61,Citizen of a Commonwealth country living in Belize,,No,Not applicable,Belize District,Belize District,San Pedro,,,,Male,Primary,Creole,Governance; Public policy,Telecommunications,Climate; Infrastructure,tanya.hyde114@example.test,501-654-3165,,tanya_hyde,,tanyatelegram,,,Belize Voter ID,,tanya.hyde114,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
25/01/2026 20:32,Ana,Musa,1967-02-24,59,Citizen of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Trial Farm,,Orange Walk Central,Trial Farm,Male,Primary,Mestizo,National elections; Municipal elections,Food and beverages,Climate; Infrastructure,ana.musa115@example.test,501-619-7745,ana.musa,ana_musa,,anasignal,,,Belize Voter ID,,ana.musa115,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
04/03/2026 20:32,Ruth,Cayetano,1964-05-06,62,Other resident of Belize,,Yes,Registered voter,Toledo District,Toledo District,San Antonio,,Toledo West,San Antonio,Male,Secondary,Garifuna,,Consumer goods; Banking,Crime; Economy,ruth.cayetano116@example.test,501-665-4090,ruth.cayetano,,,ruthsignal,,,Belize Voter ID,,ruth.cayetano116,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
08/05/2026 20:32,Nadia,Ramirez,1973-06-04,52,Citizen of Belize,,Yes,Registered voter,Cayo District,Cayo District,San Ignacio,,Cayo West,San Ignacio,Female,University,Maya,,Food and beverages,Governance; Youth,nadia.ramirez117@example.test,501-608-1225,,,,nadiasignal,,,Social Security Card,,nadia.ramirez117,synthetic_salt,synthetic_hash,Verified,True,True,True,Suspended,
26/04/2026 20:32,Kendra,Hyde,1987-11-01,38,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Independence,,Dangriga,Independence,Male,Associate Degree,East Indian,National elections; Municipal elections,Telecommunications,Crime; Economy,kendra.hyde118@example.test,501-693-4909,,,,kendratelegram,,,Belize Voter ID,,kendra.hyde118,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
11/05/2026 20:32,Alicia,Hyde,1975-01-07,51,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Cayo District,Cayo District,Santa Elena,,Belmopan,Santa Elena,Female,Technical / Vocational,East Indian,National elections; Municipal elections,Telecommunications,Health; Education,alicia.hyde119@example.test,501-634-2934,alicia.hyde,alicia_hyde,alicia66,,,,Social Security Card,,alicia.hyde119,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
15/05/2026 20:32,Shawn,Martinez,1959-03-28,67,Citizen of Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Hopkins,,Dangriga,Hopkins,Male,Associate Degree,Maya,,Tourism; Retail,Crime; Economy,shawn.martinez120@example.test,501-600-1721,,shawn_martinez,shawn29,,,,Social Security Card,,shawn.martinez120,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
01/05/2026 20:32,Maria,Musa,1985-03-19,41,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Stann Creek District,Stann Creek District,Hopkins,,Dangriga,Hopkins,Female,Technical / Vocational,Maya,National elections; Municipal elections,Food and beverages,Health; Education,maria.musa121@example.test,501-666-1752,maria.musa,,maria38,mariatelegram,,,Belize Voter ID,,maria.musa121,synthetic_salt,synthetic_hash,Possible Duplicate,True,True,True,Active,
19/02/2026 20:32,Melissa,Cayetano,1959-02-08,67,Other resident of Belize,,Yes,Registered voter,Toledo District,Toledo District,San Antonio,,Toledo East,San Antonio,Male,Technical / Vocational,Creole,,Telecommunications,Health; Education,melissa.cayetano122@example.test,501-652-1391,,,melissa54,,,,Social Security Card,,melissa.cayetano122,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
09/01/2026 20:32,Luis,Young,1950-08-26,75,Citizen of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Guinea Grass,,Orange Walk South,Guinea Grass,Female,Primary,East Indian,National elections; Municipal elections,Food and beverages,Crime; Economy,luis.young123@example.test,501-695-2391,,luis_young,luis34,luissignal,,,Social Security Card,,luis.young123,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
27/02/2026 20:32,Carlos,Martinez,1994-04-11,32,Citizen of a Commonwealth country living in Belize,,Yes,Registered voter,Cayo District,Cayo District,Benque Viejo,,Cayo South,Benque Viejo,Male,University,Maya,National elections,Food and beverages,Climate; Infrastructure,carlos.martinez124@example.test,501-613-3693,carlos.martinez,carlos_martinez,,,,,Passport,,carlos.martinez124,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
03/03/2026 20:32,Luis,Young,1954-12-03,71,Citizen of a Commonwealth country living in Belize,,No,Not applicable,Cayo District,Cayo District,Santa Elena,,,,Male,Primary,Garifuna,,Tourism; Retail,Health; Education,luis.young125@example.test,501-650-9412,luis.young,,,,,,Belize Voter ID,,luis.young125,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
29/03/2026 20:32,Brian,Ramirez,1964-07-01,61,Other resident of Belize,,No,Not applicable,Toledo District,Toledo District,Big Falls,,,,Female,Secondary,Creole,Governance; Public policy,Consumer goods; Banking,Health; Education,brian.ramirez126@example.test,501-609-1357,brian.ramirez,,brian22,briantelegram,,,Passport,,brian.ramirez126,synthetic_salt,synthetic_hash,Possible Duplicate,True,True,True,Active,
12/12/2025 20:32,Nadia,Usher,1986-01-30,40,Citizen of Belize,,Yes,Registered voter,Cayo District,Cayo District,Belmopan,,Belmopan,Belmopan,Female,Associate Degree,Garifuna,,Consumer goods; Banking,Health; Education,nadia.usher127@example.test,501-619-1567,nadia.usher,nadia_usher,nadia18,,,,Social Security Card,,nadia.usher127,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
10/03/2026 20:32,Ana,Chan,1957-05-19,68,Citizen of Belize,,Yes,Registered voter,Corozal District,Corozal District,Sarteneja,,Corozal Bay,Sarteneja,Male,Technical / Vocational,East Indian,National elections,Consumer goods; Banking,Climate; Infrastructure,ana.chan128@example.test,501-672-9231,,ana_chan,ana68,anatelegram,,,Belize Voter ID,,ana.chan128,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
26/02/2026 20:32,Tanya,Martinez,1974-04-21,52,Other resident of Belize,,No,Not applicable,Cayo District,Cayo District,Belmopan,,,,Female,University,Creole,Governance; Public policy,Tourism; Retail,Crime; Economy,tanya.martinez129@example.test,501-622-3885,tanya.martinez,tanya_martinez,tanya23,,,,Belize Voter ID,,tanya.martinez129,synthetic_salt,synthetic_hash,Verified,True,True,True,Active,
25/02/2026 20:32,Tanya,Garcia,1974-09-17,51,Citizen of Belize,,Yes,Registered voter,Belize District,Belize District,Hattieville,,Belize Rural South,Hattieville,Male,Secondary,East Indian,National elections,Consumer goods; Banking,Climate; Infrastructure,tanya.garcia130@example.test,501-616-6582,,tanya_garcia,tanya91,tanyatelegram,,,Passport,,tanya.garcia130,synthetic_salt,synthetic_hash,Pending,True,True,True,Active,
19/12/2025 20:32,Kendra,Usher,1961-10-08,64,Citizen of Belize,,Yes,Registered voter,Toledo District,Toledo District,Big Falls,,Toledo West,Big Falls,Female,Technical / Vocational,Other,Governance; Public policy,Tourism; Retail,Crime; Economy,kendra.usher131@example.test,501-671-6846,,kendra_usher,,,,,Passport,,kendra.usher131,synthetic_salt,synthetic_hash,Verified,True,True,True,Suspended,
06/04/2026 20:32,Tanya,Castillo,1972-03-27,54,Other resident of Belize,,Yes,Registered voter,Orange Walk District,Orange Walk District,Guinea Grass,,Orange Walk North,Guinea Grass,Male,Technical / Vocational,Garifuna,National elections; Municipal elections,Telecommunications,Crime; Economy,tanya.castillo132@example.test,501-630-6682,,,tanya45,,,,Belize Voter ID,,tanya.castillo132,synthetic_salt,synthetic_hash,Possible Duplicate,True,True,True,Active,
